File,Algorithm,P,n_vertices,max_cap,MeanTime
MPM_p_0.1_nVertices_100_maxValue_10.txt,MPM,0.1,100,10,0.0
EK_p_0.1_nVertices_100_maxValue_10.txt,EK,0.1,100,10,9.98e-05
Dinic_p_0.1_nVertices_100_maxValue_10.txt,Dinic,0.1,100,10,0.0
MPM_p_0.1_nVertices_100_maxValue_20.txt,MPM,0.1,100,20,9.98e-05
EK_p_0.1_nVertices_100_maxValue_20.txt,EK,0.1,100,20,0.0
Dinic_p_0.1_nVertices_100_maxValue_20.txt,Dinic,0.1,100,20,0.0
MPM_p_0.1_nVertices_100_maxValue_30.txt,MPM,0.1,100,30,9.98e-05
EK_p_0.1_nVertices_100_maxValue_30.txt,EK,0.1,100,30,0.0
Dinic_p_0.1_nVertices_100_maxValue_30.txt,Dinic,0.1,100,30,0.0
MPM_p_0.1_nVertices_100_maxValue_50.txt,MPM,0.1,100,50,0.0002996
EK_p_0.1_nVertices_100_maxValue_50.txt,EK,0.1,100,50,0.0
Dinic_p_0.1_nVertices_100_maxValue_50.txt,Dinic,0.1,100,50,9.98e-05
MPM_p_0.1_nVertices_100_maxValue_80.txt,MPM,0.1,100,80,0.0002996
EK_p_0.1_nVertices_100_maxValue_80.txt,EK,0.1,100,80,0.0
Dinic_p_0.1_nVertices_100_maxValue_80.txt,Dinic,0.1,100,80,0.0
MPM_p_0.1_nVertices_100_maxValue_130.txt,MPM,0.1,100,130,0.00029959999999999996
EK_p_0.1_nVertices_100_maxValue_130.txt,EK,0.1,100,130,0.0
Dinic_p_0.1_nVertices_100_maxValue_130.txt,Dinic,0.1,100,130,9.96e-05
MPM_p_0.1_nVertices_100_maxValue_210.txt,MPM,0.1,100,210,0.0
EK_p_0.1_nVertices_100_maxValue_210.txt,EK,0.1,100,210,0.0001
Dinic_p_0.1_nVertices_100_maxValue_210.txt,Dinic,0.1,100,210,0.00010039999999999999
MPM_p_0.1_nVertices_100_maxValue_340.txt,MPM,0.1,100,340,0.0002
EK_p_0.1_nVertices_100_maxValue_340.txt,EK,0.1,100,340,0.0
Dinic_p_0.1_nVertices_100_maxValue_340.txt,Dinic,0.1,100,340,0.0
MPM_p_0.1_nVertices_100_maxValue_500.txt,MPM,0.1,100,500,9.98e-05
EK_p_0.1_nVertices_100_maxValue_500.txt,EK,0.1,100,500,0.00010020000000000001
Dinic_p_0.1_nVertices_100_maxValue_500.txt,Dinic,0.1,100,500,0.0
MPM_p_0.1_nVertices_200_maxValue_10.txt,MPM,0.1,200,10,0.0007
EK_p_0.1_nVertices_200_maxValue_10.txt,EK,0.1,200,10,0.0004004000000000001
Dinic_p_0.1_nVertices_200_maxValue_10.txt,Dinic,0.1,200,10,0.00030000000000000003
MPM_p_0.1_nVertices_200_maxValue_20.txt,MPM,0.1,200,20,0.0006998
EK_p_0.1_nVertices_200_maxValue_20.txt,EK,0.1,200,20,0.000701
Dinic_p_0.1_nVertices_200_maxValue_20.txt,Dinic,0.1,200,20,0.00010020000000000001
MPM_p_0.1_nVertices_200_maxValue_30.txt,MPM,0.1,200,30,0.0010998000000000002
EK_p_0.1_nVertices_200_maxValue_30.txt,EK,0.1,200,30,0.0006002000000000001
Dinic_p_0.1_nVertices_200_maxValue_30.txt,Dinic,0.1,200,30,0.00039979999999999996
MPM_p_0.1_nVertices_200_maxValue_50.txt,MPM,0.1,200,50,0.0007998
EK_p_0.1_nVertices_200_maxValue_50.txt,EK,0.1,200,50,0.00039979999999999996
Dinic_p_0.1_nVertices_200_maxValue_50.txt,Dinic,0.1,200,50,0.00030000000000000003
MPM_p_0.1_nVertices_200_maxValue_80.txt,MPM,0.1,200,80,0.0010003999999999998
EK_p_0.1_nVertices_200_maxValue_80.txt,EK,0.1,200,80,0.0006006000000000001
Dinic_p_0.1_nVertices_200_maxValue_80.txt,Dinic,0.1,200,80,0.0001
MPM_p_0.1_nVertices_200_maxValue_130.txt,MPM,0.1,200,130,0.0010006000000000001
EK_p_0.1_nVertices_200_maxValue_130.txt,EK,0.1,200,130,0.0006000000000000001
Dinic_p_0.1_nVertices_200_maxValue_130.txt,Dinic,0.1,200,130,0.0001
MPM_p_0.1_nVertices_200_maxValue_210.txt,MPM,0.1,200,210,0.0009008
EK_p_0.1_nVertices_200_maxValue_210.txt,EK,0.1,200,210,0.00039959999999999996
Dinic_p_0.1_nVertices_200_maxValue_210.txt,Dinic,0.1,200,210,0.00019979999999999998
MPM_p_0.1_nVertices_200_maxValue_340.txt,MPM,0.1,200,340,0.0009994
EK_p_0.1_nVertices_200_maxValue_340.txt,EK,0.1,200,340,0.0005
Dinic_p_0.1_nVertices_200_maxValue_340.txt,Dinic,0.1,200,340,0.0002
MPM_p_0.1_nVertices_200_maxValue_500.txt,MPM,0.1,200,500,0.0011
EK_p_0.1_nVertices_200_maxValue_500.txt,EK,0.1,200,500,0.0005004
Dinic_p_0.1_nVertices_200_maxValue_500.txt,Dinic,0.1,200,500,0.0001
